Status,Progress,Duration (in seconds),Finished,UserLanguage,StratAcadUES,EffortAcadUES,StratSportsUES,EffortSportsUES,StratParentUES,EffortParentUES,StratDietUES,EffortDietUES,EffortTeamUES,StratTeamUES,StratSalesUES,EffortSalesUES,StratRelationUES,EffortRelationUES,StratAcadUSE,EffortAcadUSE,StratSportsUSE,EffortSportsUSE,StratParentUSE,EffortParentUSE,StratDietUSE,EffortDietUSE,StratTeamUSE,EffortTeamUSE,StratSalesUSE,EffortSalesUSE,StratRelationUSE,EffortRelationUSE,EffortDim1_1,EffortDim1_2,EffortDim1_3,EffortDim2_1,EffortDim2_2,EffortDim2_3,EffortDim3_1,EffortDim3_2,EffortDim3_3,EffortDim4_1,EffortDim4_2,EffortDim4_3,StratDim1_1,StratDim1_2,StratDim1_3,StratDim2_1,StratDim2_2,StratDim2_3,StratDim3_1,StratDim3_2,StratDim3_3,StratDim4_1,StratDim4_2,StratDim4_3,Gender,Race,Race_6_TEXT,Age,Education,FL_134_DO,FL_133_DO,FL_111_DO,FL_26_DO
0,100,161,1,EN,2,2,3,6,2,3,2,2,2,2,2,3,2,2,,,,,,,,,,,,,,,4,4,3,6,4,4,3,3,3,5,4,6,6,5,7,6,5,5,4,4,5,6,6,5,2,1,,30,5,FL_133,EffortSalesDifficulty-UES|EffortSportsDifficulty-UES|StrategyRelationshipDifficulty-UES|EffortParentingDifficulty-UES|EffortRelationshipDifficulty-UES|EffortDietDifficulty-UES|StrategyAcademicDifficulty-UES|StrategyParentingDifficulty-UES|StrategyTeamworkDifficulty-UES|EffortAcademicDifficulty-UES|EffortTeamworkDifficulty-UES|StrategySportsDifficulty-UES|StrategySalesDifficulty-UES|StrategyDietDifficulty-UES,,EffortDimensions|StrategyDimensions
0,100,1083,1,EN,,,,,,,,,,,,,,,2,3,2,3,5,3,2,3,2,5,2,2,2,6,1,1,7,1,7,1,8,7,1,1,8,7,9,5,8,1,2,8,9,2,6,2,9,5,1,5,,31,4,FL_111,,EffortAcademicDifficulty-USE|EffortRelationshipDifficulty-USE|EffortDietDifficulty-USE|StrategyRelationshipDifficulty-USE|EffortSportsDifficulty-USE|StrategySalesDifficulty-USE|EffortSalesDifficulty-USE|StrategyAcademicDifficulty-USE|StrategySportsDifficulty-USE|EffortTeamworkDifficulty-USE|StrategyTeamworkDifficulty-USE|StrategyParentingDifficulty-USE|EffortParentingDifficulty-USE|StrategyDietDifficulty-USE,EffortDimensions|StrategyDimensions
0,100,914,1,EN,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,2,2,2,2,1,1,9,1,8,1,7,9,1,1,9,9,1,1,9,1,9,1,7,9,1,1,9,8,2,"1,2",,34,5,FL_111,,EffortTeamworkDifficulty-USE|StrategyDietDifficulty-USE|EffortSalesDifficulty-USE|EffortSportsDifficulty-USE|StrategyAcademicDifficulty-USE|StrategySalesDifficulty-USE|EffortParentingDifficulty-USE|StrategySportsDifficulty-USE|StrategyTeamworkDifficulty-USE|StrategyRelationshipDifficulty-USE|StrategyParentingDifficulty-USE|EffortAcademicDifficulty-USE|EffortRelationshipDifficulty-USE|EffortDietDifficulty-USE,StrategyDimensions|EffortDimensions
0,100,326,1,EN,6,6,3,3,6,6,6,6,3,6,3,2,3,5,,,,,,,,,,,,,,,2,3,6,4,7,1,4,8,1,4,6,5,4,3,8,4,6,2,6,8,1,1,9,5,2,1,,24,4,FL_133,EffortSportsDifficulty-UES|StrategySportsDifficulty-UES|EffortSalesDifficulty-UES|EffortAcademicDifficulty-UES|EffortDietDifficulty-UES|StrategyDietDifficulty-UES|StrategySalesDifficulty-UES|EffortParentingDifficulty-UES|EffortTeamworkDifficulty-UES|StrategyTeamworkDifficulty-UES|StrategyRelationshipDifficulty-UES|StrategyParentingDifficulty-UES|EffortRelationshipDifficulty-UES|StrategyAcademicDifficulty-UES,,StrategyDimensions|EffortDimensions
0,100,1178,1,EN,,,,,,,,,,,,,,,2,3,2,3,2,5,2,3,2,4,5,3,2,6,3,3,5,3,8,3,7,8,3,3,8,7,6,3,5,4,5,4,6,4,4,3,7,5,1,1,,31,4,FL_111,,EffortParentingDifficulty-USE|StrategyTeamworkDifficulty-USE|EffortDietDifficulty-USE|EffortAcademicDifficulty-USE|StrategySalesDifficulty-USE|EffortTeamworkDifficulty-USE|StrategyParentingDifficulty-USE|EffortRelationshipDifficulty-USE|StrategySportsDifficulty-USE|EffortSportsDifficulty-USE|StrategyDietDifficulty-USE|EffortSalesDifficulty-USE|StrategyRelationshipDifficulty-USE|StrategyAcademicDifficulty-USE,StrategyDimensions|EffortDimensions
0,100,238,1,EN,,,,,,,,,,,,,,,2,2,5,5,2,2,3,5,5,5,2,1,3,3,5,4,7,4,6,4,8,5,3,4,8,5,5,5,4,5,5,5,6,5,5,4,8,5,1,1,,33,4,FL_111,,EffortSalesDifficulty-USE|EffortAcademicDifficulty-USE|EffortDietDifficulty-USE|StrategySportsDifficulty-USE|StrategyTeamworkDifficulty-USE|EffortParentingDifficulty-USE|EffortRelationshipDifficulty-USE|StrategySalesDifficulty-USE|StrategyRelationshipDifficulty-USE|StrategyAcademicDifficulty-USE|EffortSportsDifficulty-USE|StrategyParentingDifficulty-USE|EffortTeamworkDifficulty-USE|StrategyDietDifficulty-USE,EffortDimensions|StrategyDimensions
0,100,495,1,EN,3,4,2,1,2,5,2,3,3,2,2,1,4,1,,,,,,,,,,,,,,,5,8,5,5,8,8,5,3,7,7,9,3,7,4,8,5,8,5,3,7,5,5,8,4,1,3,,35,5,FL_133,EffortAcademicDifficulty-UES|EffortSalesDifficulty-UES|StrategySportsDifficulty-UES|EffortTeamworkDifficulty-UES|StrategyParentingDifficulty-UES|EffortSportsDifficulty-UES|EffortDietDifficulty-UES|StrategySalesDifficulty-UES|StrategyAcademicDifficulty-UES|StrategyRelationshipDifficulty-UES|StrategyDietDifficulty-UES|EffortParentingDifficulty-UES|StrategyTeamworkDifficulty-UES|EffortRelationshipDifficulty-UES,,EffortDimensions|StrategyDimensions
0,100,335,1,EN,4,6,5,5,1,6,5,5,2,5,5,1,1,1,,,,,,,,,,,,,,,4,8,7,2,8,7,3,8,7,7,8,8,8,7,6,4,7,6,7,5,7,4,8,7,1,3,,29,6,FL_133,EffortRelationshipDifficulty-UES|StrategySportsDifficulty-UES|EffortSportsDifficulty-UES|EffortTeamworkDifficulty-UES|StrategyTeamworkDifficulty-UES|StrategyRelationshipDifficulty-UES|StrategyParentingDifficulty-UES|StrategySalesDifficulty-UES|StrategyAcademicDifficulty-UES|EffortSalesDifficulty-UES|StrategyDietDifficulty-UES|EffortParentingDifficulty-UES|EffortAcademicDifficulty-UES|EffortDietDifficulty-UES,,StrategyDimensions|EffortDimensions
0,100,582,1,EN,,,,,,,,,,,,,,,2,6,2,3,5,3,2,2,5,3,5,2,2,2,1,1,9,1,9,1,9,9,1,1,9,9,4,2,7,2,8,2,8,8,2,2,9,8,2,1,,26,4,FL_111,,EffortSalesDifficulty-USE|EffortDietDifficulty-USE|StrategySalesDifficulty-USE|StrategyParentingDifficulty-USE|StrategyTeamworkDifficulty-USE|EffortRelationshipDifficulty-USE|StrategyDietDifficulty-USE|EffortTeamworkDifficulty-USE|StrategySportsDifficulty-USE|StrategyAcademicDifficulty-USE|EffortParentingDifficulty-USE|EffortSportsDifficulty-USE|StrategyRelationshipDifficulty-USE|EffortAcademicDifficulty-USE,StrategyDimensions|EffortDimensions
0,100,970,1,EN,1,2,1,1,2,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,2,1,8,9,9,8,9,9,1,3,,35,5,FL_133,StrategySalesDifficulty-UES|EffortRelationshipDifficulty-UES|StrategyDietDifficulty-UES|StrategyParentingDifficulty-UES|StrategyAcademicDifficulty-UES|EffortTeamworkDifficulty-UES|EffortSportsDifficulty-UES|EffortDietDifficulty-UES|EffortParentingDifficulty-UES|EffortAcademicDifficulty-UES|EffortSalesDifficulty-UES|StrategyTeamworkDifficulty-UES|StrategySportsDifficulty-UES|StrategyRelationshipDifficulty-UES,,StrategyDimensions|EffortDimensions
0,100,1137,1,EN,3,6,5,3,6,3,5,2,2,6,3,3,3,3,,,,,,,,,,,,,,,8,3,2,2,2,2,3,3,3,2,8,5,7,2,7,2,2,3,2,6,4,5,7,6,2,1,,40,6,FL_133,EffortSportsDifficulty-UES|StrategyParentingDifficulty-UES|EffortSalesDifficulty-UES|StrategySalesDifficulty-UES|EffortParentingDifficulty-UES|EffortTeamworkDifficulty-UES|StrategyTeamworkDifficulty-UES|StrategySportsDifficulty-UES|EffortRelationshipDifficulty-UES|EffortDietDifficulty-UES|StrategyRelationshipDifficulty-UES|EffortAcademicDifficulty-UES|StrategyAcademicDifficulty-UES|StrategyDietDifficulty-UES,,EffortDimensions|StrategyDimensions
0,100,390,1,EN,,,,,,,,,,,,,,,2,2,2,2,5,5,2,2,5,5,5,2,2,2,1,1,9,1,9,1,9,9,1,1,9,9,7,2,5,2,4,3,7,5,3,3,9,4,2,"1,3,4",,41,4,FL_111,,EffortSalesDifficulty-USE|StrategyDietDifficulty-USE|StrategySalesDifficulty-USE|StrategyRelationshipDifficulty-USE|StrategyParentingDifficulty-USE|StrategyTeamworkDifficulty-USE|StrategyAcademicDifficulty-USE|StrategySportsDifficulty-USE|EffortParentingDifficulty-USE|EffortSportsDifficulty-USE|EffortAcademicDifficulty-USE|EffortTeamworkDifficulty-USE|EffortDietDifficulty-USE|EffortRelationshipDifficulty-USE,StrategyDimensions|EffortDimensions
0,100,322,1,EN,,,,,,,,,,,,,,,5,5,6,6,6,6,5,5,5,5,2,2,6,6,1,1,5,1,9,1,5,9,1,1,7,9,1,1,6,1,9,2,7,7,2,1,9,9,2,1,,36,4,FL_111,,StrategyParentingDifficulty-USE|EffortAcademicDifficulty-USE|EffortRelationshipDifficulty-USE|EffortTeamworkDifficulty-USE|StrategyRelationshipDifficulty-USE|StrategyTeamworkDifficulty-USE|EffortDietDifficulty-USE|StrategyDietDifficulty-USE|EffortParentingDifficulty-USE|StrategySalesDifficulty-USE|StrategyAcademicDifficulty-USE|StrategySportsDifficulty-USE|EffortSportsDifficulty-USE|EffortSalesDifficulty-USE,StrategyDimensions|EffortDimensions
0,100,299,1,EN,3,3,3,3,2,2,5,5,3,3,3,3,2,2,,,,,,,,,,,,,,,3,2,5,2,5,3,7,5,2,2,7,7,3,2,5,2,5,3,7,5,3,2,8,5,1,5,,41,6,FL_133,EffortDietDifficulty-UES|StrategySportsDifficulty-UES|EffortAcademicDifficulty-UES|StrategyTeamworkDifficulty-UES|EffortParentingDifficulty-UES|StrategySalesDifficulty-UES|StrategyRelationshipDifficulty-UES|StrategyAcademicDifficulty-UES|EffortSportsDifficulty-UES|EffortTeamworkDifficulty-UES|StrategyDietDifficulty-UES|StrategyParentingDifficulty-UES|EffortSalesDifficulty-UES|EffortRelationshipDifficulty-UES,,EffortDimensions|StrategyDimensions
0,100,112,1,EN,4,5,5,5,2,1,2,2,6,3,2,3,2,4,,,,,,,,,,,,,,,4,5,7,4,5,7,3,5,6,7,5,5,5,5,5,4,5,6,4,6,8,6,5,5,1,1,,26,3,FL_133,StrategyDietDifficulty-UES|StrategySalesDifficulty-UES|StrategyAcademicDifficulty-UES|StrategyParentingDifficulty-UES|EffortRelationshipDifficulty-UES|EffortTeamworkDifficulty-UES|EffortParentingDifficulty-UES|EffortSportsDifficulty-UES|StrategySportsDifficulty-UES|StrategyRelationshipDifficulty-UES|EffortDietDifficulty-UES|EffortSalesDifficulty-UES|StrategyTeamworkDifficulty-UES|EffortAcademicDifficulty-UES,,EffortDimensions|StrategyDimensions
0,100,421,1,EN,6,2,5,2,6,3,2,2,6,3,3,3,5,2,,,,,,,,,,,,,,,1,1,5,1,9,1,1,9,1,1,9,9,5,1,5,1,5,1,1,5,1,1,9,9,1,1,,69,4,FL_133,StrategySportsDifficulty-UES|EffortDietDifficulty-UES|EffortSalesDifficulty-UES|StrategyTeamworkDifficulty-UES|StrategyDietDifficulty-UES|StrategyAcademicDifficulty-UES|EffortTeamworkDifficulty-UES|EffortSportsDifficulty-UES|StrategyParentingDifficulty-UES|EffortAcademicDifficulty-UES|EffortParentingDifficulty-UES|StrategySalesDifficulty-UES|EffortRelationshipDifficulty-UES|StrategyRelationshipDifficulty-UES,,StrategyDimensions|EffortDimensions
0,100,1278,1,EN,,,,,,,,,,,,,,,6,2,2,2,2,2,2,3,5,5,2,1,3,1,9,2,8,6,1,8,4,2,8,8,9,9,5,3,6,4,7,3,6,4,5,1,8,7,2,1,,44,3,FL_111,,StrategyParentingDifficulty-USE|EffortAcademicDifficulty-USE|EffortDietDifficulty-USE|EffortParentingDifficulty-USE|EffortRelationshipDifficulty-USE|EffortSportsDifficulty-USE|EffortTeamworkDifficulty-USE|EffortSalesDifficulty-USE|StrategyRelationshipDifficulty-USE|StrategySportsDifficulty-USE|StrategyAcademicDifficulty-USE|StrategyDietDifficulty-USE|StrategySalesDifficulty-USE|StrategyTeamworkDifficulty-USE,EffortDimensions|StrategyDimensions
0,100,337,1,EN,,,,,,,,,,,,,,,6,6,6,6,3,3,2,2,2,2,2,2,2,2,1,1,9,1,9,1,9,9,1,1,9,1,3,1,8,2,4,3,9,5,3,2,8,5,1,1,,40,7,FL_111,,StrategySalesDifficulty-USE|StrategyDietDifficulty-USE|StrategyRelationshipDifficulty-USE|StrategyTeamworkDifficulty-USE|EffortTeamworkDifficulty-USE|EffortRelationshipDifficulty-USE|EffortAcademicDifficulty-USE|StrategyAcademicDifficulty-USE|EffortParentingDifficulty-USE|EffortSportsDifficulty-USE|EffortSalesDifficulty-USE|StrategySportsDifficulty-USE|StrategyParentingDifficulty-USE|EffortDietDifficulty-USE,StrategyDimensions|EffortDimensions
0,100,475,1,EN,,,,,,,,,,,,,,,5,6,5,6,6,3,5,5,5,3,2,6,6,6,2,1,9,1,1,2,9,9,1,1,9,9,6,2,8,2,7,4,8,6,4,3,9,7,3,1,,42,6,FL_111,,StrategyTeamworkDifficulty-USE|StrategySportsDifficulty-USE|EffortTeamworkDifficulty-USE|StrategySalesDifficulty-USE|StrategyRelationshipDifficulty-USE|StrategyDietDifficulty-USE|StrategyParentingDifficulty-USE|EffortSalesDifficulty-USE|EffortParentingDifficulty-USE|EffortRelationshipDifficulty-USE|EffortSportsDifficulty-USE|EffortDietDifficulty-USE|StrategyAcademicDifficulty-USE|EffortAcademicDifficulty-USE,StrategyDimensions|EffortDimensions
0,100,237,1,EN,5,3,3,3,5,3,5,3,5,3,5,5,5,5,,,,,,,,,,,,,,,6,2,3,3,3,2,4,5,3,5,7,7,5,4,5,4,5,6,6,5,6,4,4,6,1,1,,25,5,FL_133,StrategyTeamworkDifficulty-UES|EffortSportsDifficulty-UES|EffortAcademicDifficulty-UES|StrategySportsDifficulty-UES|StrategySalesDifficulty-UES|EffortParentingDifficulty-UES|EffortDietDifficulty-UES|EffortRelationshipDifficulty-UES|EffortTeamworkDifficulty-UES|StrategyDietDifficulty-UES|StrategyRelationshipDifficulty-UES|StrategyParentingDifficulty-UES|EffortSalesDifficulty-UES|StrategyAcademicDifficulty-UES,,EffortDimensions|StrategyDimensions
0,100,199,1,EN,1,4,2,2,5,2,6,2,5,5,5,1,6,2,,,,,,,,,,,,,,,7,9,8,5,8,6,5,6,5,5,9,7,7,6,8,5,5,8,8,7,6,9,7,8,1,3,,32,6,FL_133,EffortAcademicDifficulty-UES|EffortParentingDifficulty-UES|EffortRelationshipDifficulty-UES|EffortSalesDifficulty-UES|StrategyParentingDifficulty-UES|EffortTeamworkDifficulty-UES|StrategySportsDifficulty-UES|StrategyDietDifficulty-UES|EffortSportsDifficulty-UES|StrategyRelationshipDifficulty-UES|EffortDietDifficulty-UES|StrategyTeamworkDifficulty-UES|StrategyAcademicDifficulty-UES|StrategySalesDifficulty-UES,,EffortDimensions|StrategyDimensions
0,100,935,1,EN,3,3,2,2,6,6,3,3,6,6,6,6,3,3,,,,,,,,,,,,,,,3,3,6,4,5,4,5,6,6,7,7,5,6,3,5,4,4,6,6,6,5,4,6,4,2,1,,37,5,FL_133,StrategyAcademicDifficulty-UES|EffortRelationshipDifficulty-UES|EffortSalesDifficulty-UES|EffortAcademicDifficulty-UES|StrategyRelationshipDifficulty-UES|EffortSportsDifficulty-UES|StrategySportsDifficulty-UES|StrategyTeamworkDifficulty-UES|StrategyDietDifficulty-UES|EffortTeamworkDifficulty-UES|EffortDietDifficulty-UES|StrategyParentingDifficulty-UES|EffortParentingDifficulty-UES|StrategySalesDifficulty-UES,,StrategyDimensions|EffortDimensions
0,100,253,1,EN,,,,,,,,,,,,,,,2,3,2,3,2,5,2,5,2,2,5,5,2,3,1,1,8,1,9,1,9,9,1,1,9,9,7,1,8,1,7,3,8,8,3,1,8,7,2,1,,40,5,FL_111,,StrategyAcademicDifficulty-USE|StrategyParentingDifficulty-USE|EffortTeamworkDifficulty-USE|EffortAcademicDifficulty-USE|StrategyTeamworkDifficulty-USE|EffortDietDifficulty-USE|StrategyRelationshipDifficulty-USE|EffortSportsDifficulty-USE|EffortParentingDifficulty-USE|StrategySportsDifficulty-USE|StrategySalesDifficulty-USE|StrategyDietDifficulty-USE|EffortSalesDifficulty-USE|EffortRelationshipDifficulty-USE,StrategyDimensions|EffortDimensions
0,100,332,1,EN,,,,,,,,,,,,,,,3,3,6,6,5,3,5,5,2,2,2,6,3,3,2,1,8,2,6,2,8,8,2,1,9,7,7,2,8,2,2,3,9,1,2,1,8,6,1,1,,40,5,FL_111,,StrategyRelationshipDifficulty-USE|StrategyParentingDifficulty-USE|StrategyDietDifficulty-USE|EffortSalesDifficulty-USE|EffortSportsDifficulty-USE|StrategyTeamworkDifficulty-USE|EffortAcademicDifficulty-USE|EffortParentingDifficulty-USE|StrategySalesDifficulty-USE|EffortRelationshipDifficulty-USE|StrategyAcademicDifficulty-USE|StrategySportsDifficulty-USE|EffortTeamworkDifficulty-USE|EffortDietDifficulty-USE,StrategyDimensions|EffortDimensions
0,100,286,1,EN,3,6,3,2,6,6,3,6,6,6,6,2,5,3,,,,,,,,,,,,,,,5,1,9,1,1,1,9,9,1,1,9,8,2,1,9,1,1,1,9,9,1,1,9,7,1,3,,24,5,FL_133,StrategyParentingDifficulty-UES|StrategyTeamworkDifficulty-UES|EffortTeamworkDifficulty-UES|StrategyDietDifficulty-UES|EffortAcademicDifficulty-UES|EffortParentingDifficulty-UES|EffortRelationshipDifficulty-UES|EffortSportsDifficulty-UES|StrategyAcademicDifficulty-UES|StrategyRelationshipDifficulty-UES|StrategySalesDifficulty-UES|StrategySportsDifficulty-UES|EffortSalesDifficulty-UES|EffortDietDifficulty-UES,,StrategyDimensions|EffortDimensions
0,100,365,1,EN,,,,,,,,,,,,,,,1,6,2,2,6,4,3,3,3,5,4,1,3,4,1,2,1,1,2,1,1,2,1,1,2,1,2,1,2,1,2,1,1,2,1,1,2,1,1,3,,30,6,FL_111,,StrategyAcademicDifficulty-USE|EffortSalesDifficulty-USE|EffortSportsDifficulty-USE|StrategyTeamworkDifficulty-USE|EffortParentingDifficulty-USE|EffortRelationshipDifficulty-USE|EffortTeamworkDifficulty-USE|EffortAcademicDifficulty-USE|StrategyParentingDifficulty-USE|StrategySalesDifficulty-USE|StrategyDietDifficulty-USE|StrategySportsDifficulty-USE|EffortDietDifficulty-USE|StrategyRelationshipDifficulty-USE,StrategyDimensions|EffortDimensions
0,100,1337,1,EN,6,6,3,3,6,6,6,6,3,3,3,3,3,3,,,,,,,,,,,,,,,1,1,4,2,8,2,3,8,2,2,7,8,3,3,8,3,3,4,8,6,6,3,8,4,1,1,,27,5,FL_133,StrategyRelationshipDifficulty-UES|EffortAcademicDifficulty-UES|StrategyParentingDifficulty-UES|StrategyDietDifficulty-UES|EffortRelationshipDifficulty-UES|EffortTeamworkDifficulty-UES|StrategySalesDifficulty-UES|StrategyTeamworkDifficulty-UES|EffortDietDifficulty-UES|EffortParentingDifficulty-UES|StrategyAcademicDifficulty-UES|StrategySportsDifficulty-UES|EffortSportsDifficulty-UES|EffortSalesDifficulty-UES,,StrategyDimensions|EffortDimensions
0,100,520,1,EN,,,,,,,,,,,,,,,3,3,3,3,2,2,3,3,2,2,2,2,6,6,4,4,8,2,7,2,7,7,1,4,8,7,5,3,7,3,3,3,7,5,3,2,8,7,2,1,,57,5,FL_111,,EffortRelationshipDifficulty-USE|StrategyParentingDifficulty-USE|EffortParentingDifficulty-USE|EffortSportsDifficulty-USE|StrategyDietDifficulty-USE|EffortSalesDifficulty-USE|StrategyRelationshipDifficulty-USE|StrategySportsDifficulty-USE|StrategyAcademicDifficulty-USE|EffortTeamworkDifficulty-USE|StrategySalesDifficulty-USE|EffortAcademicDifficulty-USE|EffortDietDifficulty-USE|StrategyTeamworkDifficulty-USE,StrategyDimensions|EffortDimensions
0,100,255,1,EN,,,,,,,,,,,,,,,2,2,3,3,1,1,2,2,2,1,2,3,2,4,7,8,9,5,5,4,8,6,5,6,8,9,7,8,9,5,5,4,4,4,3,5,4,4,1,3,,43,5,FL_111,,StrategySportsDifficulty-USE|EffortTeamworkDifficulty-USE|EffortSalesDifficulty-USE|StrategySalesDifficulty-USE|EffortRelationshipDifficulty-USE|StrategyParentingDifficulty-USE|EffortDietDifficulty-USE|StrategyAcademicDifficulty-USE|StrategyDietDifficulty-USE|EffortParentingDifficulty-USE|StrategyTeamworkDifficulty-USE|StrategyRelationshipDifficulty-USE|EffortSportsDifficulty-USE|EffortAcademicDifficulty-USE,StrategyDimensions|EffortDimensions
0,100,516,1,EN,,,,,,,,,,,,,,,6,6,3,3,3,3,3,3,2,2,3,3,6,2,7,8,8,2,2,8,8,2,8,8,8,2,8,8,8,2,3,8,7,7,8,5,8,8,1,5,,36,5,FL_111,,EffortRelationshipDifficulty-USE|StrategyRelationshipDifficulty-USE|StrategyDietDifficulty-USE|StrategySalesDifficulty-USE|StrategyTeamworkDifficulty-USE|StrategyAcademicDifficulty-USE|EffortSportsDifficulty-USE|EffortParentingDifficulty-USE|EffortDietDifficulty-USE|EffortAcademicDifficulty-USE|StrategyParentingDifficulty-USE|EffortTeamworkDifficulty-USE|EffortSalesDifficulty-USE|StrategySportsDifficulty-USE,StrategyDimensions|EffortDimensions
0,100,370,1,EN,,,,,,,,,,,,,,,1,3,4,3,3,6,3,1,1,5,4,2,5,5,9,8,8,7,7,7,9,8,8,9,8,8,9,8,7,9,7,8,9,8,8,9,8,8,1,3,,34,6,FL_111,,EffortAcademicDifficulty-USE|EffortDietDifficulty-USE|StrategySportsDifficulty-USE|EffortSalesDifficulty-USE|StrategyTeamworkDifficulty-USE|EffortRelationshipDifficulty-USE|EffortSportsDifficulty-USE|StrategyParentingDifficulty-USE|StrategySalesDifficulty-USE|StrategyRelationshipDifficulty-USE|EffortParentingDifficulty-USE|StrategyAcademicDifficulty-USE|EffortTeamworkDifficulty-USE|StrategyDietDifficulty-USE,StrategyDimensions|EffortDimensions
0,100,513,1,EN,2,3,2,2,3,3,6,3,3,3,6,2,2,2,,,,,,,,,,,,,,,1,1,9,1,5,5,8,7,4,1,9,5,3,3,6,3,3,2,2,4,3,2,8,2,2,2,,21,5,FL_133,StrategyAcademicDifficulty-UES|EffortSportsDifficulty-UES|EffortRelationshipDifficulty-UES|StrategySalesDifficulty-UES|StrategyRelationshipDifficulty-UES|StrategySportsDifficulty-UES|EffortSalesDifficulty-UES|EffortAcademicDifficulty-UES|EffortParentingDifficulty-UES|EffortTeamworkDifficulty-UES|StrategyParentingDifficulty-UES|EffortDietDifficulty-UES|StrategyDietDifficulty-UES|StrategyTeamworkDifficulty-UES,,StrategyDimensions|EffortDimensions
0,100,803,1,EN,,,,,,,,,,,,,,,2,3,2,3,5,3,2,3,3,3,2,2,2,2,2,1,6,3,7,2,7,4,2,3,8,6,4,5,5,5,4,4,7,3,5,5,6,5,1,1,,30,4,FL_111,,StrategyAcademicDifficulty-USE|EffortAcademicDifficulty-USE|StrategySalesDifficulty-USE|StrategyParentingDifficulty-USE|EffortRelationshipDifficulty-USE|StrategyRelationshipDifficulty-USE|EffortDietDifficulty-USE|EffortTeamworkDifficulty-USE|StrategyDietDifficulty-USE|StrategySportsDifficulty-USE|StrategyTeamworkDifficulty-USE|EffortSalesDifficulty-USE|EffortSportsDifficulty-USE|EffortParentingDifficulty-USE,EffortDimensions|StrategyDimensions
0,100,392,1,EN,6,6,6,6,3,3,2,2,6,6,3,3,2,2,,,,,,,,,,,,,,,1,1,9,1,9,1,1,8,1,1,9,9,1,1,8,1,8,1,2,8,1,1,9,9,1,1,,38,4,FL_133,EffortRelationshipDifficulty-UES|StrategySportsDifficulty-UES|StrategyParentingDifficulty-UES|EffortParentingDifficulty-UES|StrategyAcademicDifficulty-UES|EffortDietDifficulty-UES|StrategyRelationshipDifficulty-UES|EffortTeamworkDifficulty-UES|EffortSalesDifficulty-UES|EffortAcademicDifficulty-UES|EffortSportsDifficulty-UES|StrategyDietDifficulty-UES|StrategySalesDifficulty-UES|StrategyTeamworkDifficulty-UES,,StrategyDimensions|EffortDimensions
0,100,604,1,EN,,,,,,,,,,,,,,,2,2,2,2,2,2,5,5,2,5,2,2,1,1,1,1,9,1,9,1,9,9,1,1,9,9,3,1,9,1,7,1,9,8,3,1,9,8,2,1,,56,3,FL_111,,EffortRelationshipDifficulty-USE|StrategyAcademicDifficulty-USE|StrategySportsDifficulty-USE|EffortDietDifficulty-USE|EffortTeamworkDifficulty-USE|EffortSportsDifficulty-USE|EffortSalesDifficulty-USE|StrategyRelationshipDifficulty-USE|EffortAcademicDifficulty-USE|StrategyTeamworkDifficulty-USE|StrategyDietDifficulty-USE|StrategyParentingDifficulty-USE|EffortParentingDifficulty-USE|StrategySalesDifficulty-USE,StrategyDimensions|EffortDimensions
0,100,1361,1,EN,,,,,,,,,,,,,,,2,3,3,3,5,2,3,6,3,3,2,5,2,3,7,2,8,9,2,2,2,9,2,1,9,9,2,2,7,2,3,7,3,4,4,8,7,3,2,1,,35,4,FL_111,,StrategyParentingDifficulty-USE|EffortParentingDifficulty-USE|EffortSalesDifficulty-USE|StrategySalesDifficulty-USE|EffortSportsDifficulty-USE|StrategyRelationshipDifficulty-USE|EffortDietDifficulty-USE|StrategyTeamworkDifficulty-USE|EffortAcademicDifficulty-USE|StrategySportsDifficulty-USE|StrategyAcademicDifficulty-USE|StrategyDietDifficulty-USE|EffortRelationshipDifficulty-USE|EffortTeamworkDifficulty-USE,StrategyDimensions|EffortDimensions
0,100,143,1,EN,,,,,,,,,,,,,,,6,5,6,5,4,2,4,3,1,4,3,1,3,4,5,8,6,2,6,3,3,5,3,9,6,8,8,9,6,2,3,3,9,5,7,2,5,3,1,3,,32,6,FL_111,,StrategyRelationshipDifficulty-USE|StrategyParentingDifficulty-USE|EffortSalesDifficulty-USE|EffortTeamworkDifficulty-USE|StrategyAcademicDifficulty-USE|StrategySalesDifficulty-USE|EffortAcademicDifficulty-USE|StrategyDietDifficulty-USE|StrategyTeamworkDifficulty-USE|EffortRelationshipDifficulty-USE|EffortSportsDifficulty-USE|EffortDietDifficulty-USE|StrategySportsDifficulty-USE|EffortParentingDifficulty-USE,StrategyDimensions|EffortDimensions
